NodeId,Timestamp,Temperatura,Humedad,Luz,Voltaje,DesviacionTemp,Anomalia,LecturasInvalidas
1,2004-02-29 23:00:00,18.52,42.89,43.2,2.663,0.42,0,0
1,2004-03-01 00:00:00,18.36,43.55,43.2,2.657,0.46,0,0
1,2004-03-01 01:00:00,18.19,44.27,43.2,2.654,0.65,0,0
1,2004-03-01 02:00:00,18.01,44.63,43.4,2.652,0.7,0,0
1,2004-03-01 03:00:00,17.93,44.75,43.2,2.652,0.73,0,0
1,2004-03-01 04:00:00,17.75,45.01,43.2,2.651,0.85,0,0
1,2004-03-01 05:00:00,17.5,45.66,42.8,2.65,0.86,0,0
1,2004-03-01 06:00:00,17.32,46.37,43.4,2.648,0.91,0,0
1,2004-03-01 07:00:00,20.64,39.53,65.8,2.68,0.07,0,0
1,2004-03-01 08:00:00,21.2,39.15,83.6,2.685,-0.29,0,0
1,2004-03-01 09:00:00,21.82,38.75,91.4,2.692,-0.66,0,0
1,2004-03-01 10:00:00,22.34,38.58,100.5,2.698,-0.94,0,0
1,2004-03-01 11:00:00,23.29,37.74,144.9,2.706,-0.69,0,0
1,2004-03-01 12:00:00,24.72,36.05,199.7,2.722,-0.14,0,0
1,2004-03-01 13:00:00,25.36,35.86,242.5,2.731,0.29,0,0
1,2004-03-01 14:00:00,25.76,34.77,135.4,2.736,0.92,0,0
1,2004-03-01 15:00:00,25.14,34.79,100.7,2.729,0.45,0,0
1,2004-03-01 16:00:00,25.22,33.85,87.4,2.731,0.6,0,0
1,2004-03-01 17:00:00,25.55,32.83,66.8,2.735,0.85,0,0
1,2004-03-01 18:00:00,22.01,38.81,45.2,2.701,0.04,0,0
1,2004-03-01 19:00:00,21.16,40.17,42.7,2.69,0.12,0,0
1,2004-03-01 20:00:00,20.71,40.14,39.4,2.685,0.27,0,0
1,2004-03-01 21:00:00,20.34,40.32,39.5,2.679,0.24,0,0
1,2004-03-01 22:00:00,19.91,40.38,39.5,2.674,0.47,0,0
1,2004-03-01 23:00:00,19.54,40.64,39.3,2.669,0.43,0,0
1,2004-03-02 00:00:00,19.1,40.74,35.8,2.661,0.54,0,0
1,2004-03-02 01:00:00,18.7,40.79,0.9,2.653,0.68,0,0
1,2004-03-02 02:00:00,18.34,41.17,0.9,2.652,0.71,0,0
1,2004-03-02 03:00:00,18.07,41.56,1.3,2.651,0.77,0,0
1,2004-03-02 04:00:00,17.78,41.97,0.9,2.649,0.9,0,0
1,2004-03-02 05:00:00,17.52,42.32,0.9,2.643,0.92,0,0
1,2004-03-02 06:00:00,17.4,42.57,3.6,2.642,0.94,0,0
1,2004-03-02 07:00:00,21.67,34.72,206.6,2.68,-0.42,0,0
1,2004-03-02 08:00:00,23.86,31.88,331,2.702,-1.1,0,0
1,2004-03-02 09:00:00,25.23,30.15,380.7,2.718,0,0,0
1,2004-03-02 10:00:00,24.29,31.51,423.3,2.708,0.31,0,0
1,2004-03-02 11:00:00,23.91,30.75,415.6,2.703,0.75,0,0
1,2004-03-02 12:00:00,24.34,29.02,373.4,2.709,0.64,0,0
1,2004-03-02 13:00:00,24.37,28.22,301,2.71,0.53,0,0
1,2004-03-02 14:00:00,24.34,27.67,235.1,2.709,0.77,0,0
1,2004-03-02 15:00:00,24.01,28.32,171.8,2.707,0.47,0,0
1,2004-03-02 16:00:00,23.23,29.2,113.5,2.697,0,0,0
1,2004-03-02 17:00:00,21.78,30.43,64.9,2.684,-0.68,0,0
1,2004-03-02 18:00:00,21.54,30.59,34.1,2.68,-0.76,0,0
1,2004-03-02 19:00:00,21.23,30.49,40.6,2.676,-0.57,0,0
1,2004-03-02 20:00:00,20.9,30.45,40.1,2.673,-0.42,0,0
1,2004-03-02 21:00:00,20.65,30.4,39.5,2.669,-0.15,0,0
1,2004-03-02 22:00:00,20.41,30.29,39.6,2.662,0.07,0,0
1,2004-03-02 23:00:00,20.15,30.16,41,2.657,0.19,0,0
1,2004-03-03 00:00:00,19.95,30,39.7,2.653,0.25,0,0
1,2004-03-03 01:00:00,19.72,29.9,20.3,2.651,0.33,0,0
1,2004-03-03 02:00:00,19.24,29.75,1.4,2.65,0.44,0,0
1,2004-03-03 03:00:00,18.91,29.61,1.4,2.648,0.56,0,0
1,2004-03-03 04:00:00,18.56,29.71,1.4,2.642,0.57,0,0
1,2004-03-03 05:00:00,18.32,30.19,1.4,2.638,0.51,0,0
1,2004-03-03 06:00:00,18.3,30.95,6.2,2.638,0.52,0,0
1,2004-03-03 07:00:00,22.99,25.39,222.9,2.681,-0.98,0,0
1,2004-03-03 08:00:00,25.65,23.49,367.8,2.708,-1.26,0,0
1,2004-03-03 09:00:00,25.62,23.98,393.8,2.709,1.03,0,0
1,2004-03-03 10:00:00,25.46,24.83,452.4,2.708,0.15,0,0
1,2004-03-03 11:00:00,24.35,26.58,180.9,2.699,0.83,0,0
1,2004-03-03 12:00:00,23.39,28.41,153.9,2.689,0.58,0,0
1,2004-03-03 13:00:00,24.37,28.42,137.2,2.699,0.64,0,0
1,2004-03-03 14:00:00,24.41,29.35,88.9,2.699,0.72,0,0
1,2004-03-03 15:00:00,24.22,29.98,116.4,2.699,0.38,0,0
1,2004-03-03 16:00:00,23.98,30.58,154.6,2.695,0.53,0,0
1,2004-03-03 17:00:00,24.11,30.88,81.5,2.696,0.61,0,0
1,2004-03-03 18:00:00,22.96,32.99,41.4,2.685,0.16,0,0
1,2004-03-03 19:00:00,22.19,34.74,41.2,2.676,0,0,0
1,2004-03-03 20:00:00,21.7,35.01,45.1,2.669,-0.14,0,0
1,2004-03-03 21:00:00,21.4,35.03,47.6,2.666,0,0,0
1,2004-03-03 22:00:00,21.12,35.24,48.6,2.66,0.07,0,0
1,2004-03-03 23:00:00,20.79,35.6,47.7,2.653,0.38,0,0
1,2004-03-04 00:00:00,20.35,36.13,39.3,2.651,0.61,0,0
1,2004-03-04 01:00:00,19.8,36.98,1.5,2.647,0.64,0,0
1,2004-03-04 02:00:00,19.33,37.31,1,2.639,0.69,0,0
1,2004-03-04 03:00:00,19,37.47,1.3,2.637,0.72,0,0
1,2004-03-04 04:00:00,18.66,37.69,1.4,2.63,0.74,0,0
1,2004-03-04 05:00:00,18.4,37.94,1.1,2.628,0.76,0,0
1,2004-03-04 06:00:00,18.26,38.35,7.3,2.626,0.84,0,0
1,2004-03-04 07:00:00,22.72,30.76,179.9,2.665,-0.31,0,0
1,2004-03-04 08:00:00,24.2,29.25,322,2.682,-0.79,0,0
1,2004-03-04 09:00:00,25.8,27.45,378.1,2.698,1.17,0,0
1,2004-03-04 10:00:00,24.87,28.68,404.1,2.691,0.71,0,0
1,2004-03-04 11:00:00,25.17,28.28,406.5,2.695,0.61,0,0
1,2004-03-04 12:00:00,26.28,27.04,314.6,2.704,1.48,0,0
1,2004-03-04 13:00:00,26.25,28.13,299.9,2.704,1.92,0,0
1,2004-03-04 14:00:00,25.1,30.11,146.5,2.694,1.37,0,0
1,2004-03-04 15:00:00,23.66,32.92,105.9,2.68,0.4,0,0
1,2004-03-04 16:00:00,22.68,35.39,99,2.67,0.08,0,0
1,2004-03-04 17:00:00,21.74,37.11,75,2.654,0.13,0,0
1,2004-03-04 18:00:00,21.54,37.57,34.9,2.652,-0.24,0,0
1,2004-03-04 19:00:00,21.41,37.88,48.9,2.652,0.05,0,0
1,2004-03-04 20:00:00,21.16,38.13,49.4,2.651,0.12,0,0
1,2004-03-04 21:00:00,20.93,37.96,48,2.649,0.11,0,0
1,2004-03-04 22:00:00,20.72,37.92,46.9,2.643,0.23,0,0
1,2004-03-04 23:00:00,20.52,37.87,48,2.64,0.3,0,0
1,2004-03-05 00:00:00,20.34,37.97,47.2,2.639,0.4,0,0
1,2004-03-05 01:00:00,20.09,38.09,46.9,2.634,0.5,0,0
1,2004-03-05 02:00:00,19.83,38.33,46.9,2.63,0.51,0,0
1,2004-03-05 03:00:00,19.58,38.32,46.9,2.627,0.71,0,0
1,2004-03-05 04:00:00,19.31,38.3,47.4,2.625,0.79,0,0
1,2004-03-05 05:00:00,19.13,38.36,46.1,2.62,0.71,0,0
1,2004-03-05 06:00:00,19.07,38.55,54.8,2.618,0.69,0,0
1,2004-03-05 07:00:00,23.57,30.99,232,2.66,-0.57,0,0
1,2004-03-05 08:00:00,25.61,29.14,447,2.683,0.83,0,0
1,2004-03-05 09:00:00,24.14,32.05,471.9,2.67,0.75,0,0
1,2004-03-05 10:00:00,24.18,32.62,395.2,2.672,1.14,0,0
1,2004-03-05 11:00:00,23.46,34.03,318.9,2.66,1.08,0,0
1,2004-03-05 12:00:00,23.04,35.34,363.6,2.653,0.66,0,0
1,2004-03-05 13:00:00,24.2,33.9,471.5,2.669,0.88,0,0
1,2004-03-05 14:00:00,24.1,34.71,384,2.668,0.53,0,0
1,2004-03-05 15:00:00,23.52,36.59,276.8,2.658,0.24,0,0
1,2004-03-05 16:00:00,22.9,38.53,193.1,2.652,0,0,0
1,2004-03-05 17:00:00,22.09,39.86,103.7,2.648,0,0,0
1,2004-03-05 18:00:00,21.77,40.78,48.2,2.643,-0.46,0,0
1,2004-03-05 19:00:00,21.5,40.93,46.9,2.64,-0.33,0,0
1,2004-03-05 20:00:00,21.22,40.65,46.9,2.637,-0.09,0,0
1,2004-03-05 21:00:00,20.9,40.92,47.2,2.631,0,0,0
1,2004-03-05 22:00:00,20.75,40.92,48.3,2.628,0.24,0,0
1,2004-03-05 23:00:00,20.61,40.83,48,2.628,0.37,0,0
1,2004-03-06 00:00:00,20.25,41.44,46.9,2.624,0.46,0,0
1,2004-03-06 01:00:00,19.93,41.95,47.5,2.618,0.59,0,0
1,2004-03-06 02:00:00,19.72,42.33,47.2,2.615,0.64,0,0
1,2004-03-06 03:00:00,19.61,42.49,46.9,2.613,0.56,0,0
1,2004-03-06 04:00:00,19.49,42.68,46.9,2.609,0.62,0,0
1,2004-03-06 05:00:00,19.36,42.91,46.2,2.607,0.7,0,0
1,2004-03-06 06:00:00,19.13,43.27,55.3,2.605,0.75,0,0
1,2004-03-06 07:00:00,19.24,43.14,228.7,2.605,0.35,0,0
1,2004-03-06 08:00:00,20.98,40.79,460.4,2.62,0.07,0,0
1,2004-03-06 09:00:00,22.9,37,538.8,2.641,0,0,0
1,2004-03-06 10:00:00,24.86,34.07,625.9,2.656,0.23,0,0
1,2004-03-06 11:00:00,26.24,32.23,650.8,2.675,1.07,0,0
1,2004-03-06 12:00:00,27.04,31.18,590.1,2.684,1.17,0,0
1,2004-03-06 13:00:00,27.17,31.13,503.6,2.686,0.93,0,0
1,2004-03-06 14:00:00,26.44,32.67,393.7,2.677,-0.03,0,0
1,2004-03-06 15:00:00,25.96,33.78,287.3,2.675,-1.02,0,0
1,2004-03-06 16:00:00,25.18,35.15,193.2,2.664,-0.68,0,0
1,2004-03-06 17:00:00,24.48,36.64,126.3,2.655,-0.38,0,0
1,2004-03-06 18:00:00,23.43,38.45,48.8,2.648,-0.23,0,0
1,2004-03-06 19:00:00,22.79,39.22,47.8,2.641,-0.14,0,0
1,2004-03-06 20:00:00,22.4,39.62,48.1,2.637,-0.07,0,0
1,2004-03-06 21:00:00,22.08,40.1,48.2,2.631,0.07,0,0
1,2004-03-06 22:00:00,21.8,40.19,48.3,2.628,0.2,0,0
1,2004-03-06 23:00:00,21.49,40.48,47.2,2.626,0.3,0,0
1,2004-03-07 00:00:00,21.19,40.79,46.9,2.621,0.39,0,0
1,2004-03-07 01:00:00,20.93,40.8,46.9,2.616,0.57,0,0
1,2004-03-07 02:00:00,20.62,41.22,46.9,2.612,0.65,0,0
1,2004-03-07 03:00:00,20.45,41.34,46.9,2.608,0.72,0,0
1,2004-03-07 04:00:00,20.23,41.62,47.6,2.605,0.72,0,0
1,2004-03-07 05:00:00,20.02,41.89,46.9,2.604,0.71,0,0
1,2004-03-07 06:00:00,19.85,42.07,55,2.603,0.73,0,0
1,2004-03-07 07:00:00,20.07,41.57,248.5,2.604,0.29,0,0
1,2004-03-07 08:00:00,21.9,38.86,439.6,2.62,0,0,0
1,2004-03-07 09:00:00,24.1,35.43,559.4,2.641,0.03,0,0
1,2004-03-07 10:00:00,25.86,33.34,605.4,2.655,0.67,0,0
1,2004-03-07 11:00:00,27.26,31.98,619.1,2.673,1.23,0,0
1,2004-03-07 12:00:00,28.06,31.26,563.2,2.682,1.25,0,0
1,2004-03-07 13:00:00,28.55,30.18,463.4,2.687,0.93,0,0
1,2004-03-07 14:00:00,28.15,31.07,346.8,2.686,-0.4,0,0
1,2004-03-07 15:00:00,27.58,32.67,238.2,2.679,-1.49,0,0
1,2004-03-07 16:00:00,27.14,33.49,163,2.675,-0.89,0,0
1,2004-03-07 17:00:00,26.23,35.14,99.3,2.664,-0.46,0,0
1,2004-03-07 18:00:00,25.1,36.99,49.4,2.652,-0.41,0,0
1,2004-03-07 19:00:00,24.22,38.25,46.9,2.646,-0.22,0,0
1,2004-03-07 20:00:00,23.66,38.98,47,2.639,-0.25,0,0
1,2004-03-07 21:00:00,23.28,39.29,47.7,2.636,-0.15,0,0
1,2004-03-07 22:00:00,23.03,39.35,46.9,2.63,-0.14,0,0
1,2004-03-07 23:00:00,22.81,39.25,46.9,2.627,-0.1,0,0
1,2004-03-08 00:00:00,22.57,39.2,46.9,2.627,0.01,0,0
1,2004-03-08 01:00:00,22.31,39.17,46.9,2.622,0.15,0,0
1,2004-03-08 02:00:00,22.1,39.26,46.9,2.617,0.23,0,0
1,2004-03-08 03:00:00,21.86,39.41,47.7,2.614,0.21,0,0
1,2004-03-08 04:00:00,21.66,39.54,46.9,2.611,0.33,0,0
1,2004-03-08 05:00:00,21.45,39.66,46.9,2.606,0.37,0,0
1,2004-03-08 06:00:00,21.33,39.91,57.5,2.605,0.36,0,0
1,2004-03-08 07:00:00,24.08,36.41,245.3,2.634,0.34,0,0
1,2004-03-08 08:00:00,24.81,36.97,424.1,2.641,1.39,0,0
1,2004-03-08 09:00:00,25.84,35.81,523.4,2.65,1.62,0,0
1,2004-03-08 10:00:00,23.69,40.98,574.8,2.63,0.38,0,0
1,2004-03-08 11:00:00,22.46,43.98,626,2.617,-0.78,0,0
1,2004-03-08 12:00:00,22.62,43.46,568.3,2.618,-0.82,0,0
1,2004-03-08 13:00:00,22.56,43.29,456.2,2.617,-0.93,0,0
1,2004-03-08 14:00:00,22.42,42.93,350.3,2.615,-0.6,0,0
1,2004-03-08 15:00:00,22.02,43.15,237.5,2.609,-1.32,0,0
1,2004-03-08 16:00:00,21.7,43.36,164.2,2.605,-1.16,0,0
1,2004-03-08 17:00:00,21.7,42.64,107.2,2.605,-0.47,0,0
1,2004-03-08 18:00:00,23.32,39.01,50.3,2.622,-0.94,0,0
1,2004-03-08 19:00:00,23.97,36.92,47.3,2.627,-0.84,0,0
1,2004-03-08 20:00:00,23.79,36.25,33.9,2.626,-0.81,0,0
1,2004-03-08 21:00:00,23.45,36.16,9.4,2.622,-0.73,0,0
1,2004-03-08 22:00:00,23.13,36.07,8.7,2.616,-0.7,0,0
1,2004-03-08 23:00:00,22.83,36.08,9,2.614,-0.64,0,0
1,2004-03-09 00:00:00,22.53,36.17,8.8,2.609,-0.64,0,0
1,2004-03-09 01:00:00,22.21,36.33,5,2.605,-0.57,0,0
1,2004-03-09 02:00:00,21.93,36.51,1.4,2.605,-0.46,0,0
1,2004-03-09 03:00:00,21.69,36.41,1.4,2.601,-0.28,0,0
1,2004-03-09 04:00:00,21.41,36.54,1.4,2.596,-0.21,0,0
1,2004-03-09 05:00:00,21.24,36.79,1.4,2.594,-0.16,0,0
1,2004-03-09 06:00:00,21.18,37.51,10.8,2.593,-0.06,0,0
1,2004-03-09 07:00:00,22.27,36.74,200.3,2.605,0.14,0,0
1,2004-03-09 08:00:00,22.5,37.04,406.8,2.606,-0.35,0,0
1,2004-03-09 09:00:00,21.93,38.97,516.4,2.6,-0.32,0,0
1,2004-03-09 10:00:00,21.94,40.41,566.7,2.601,-0.26,0,0
1,2004-03-09 11:00:00,22.07,42.36,579.2,2.602,-0.55,0,0
1,2004-03-09 12:00:00,22.16,43.7,528,2.603,-0.4,0,0
1,2004-03-09 13:00:00,23.14,42.21,438.8,2.61,-0.4,0,0
1,2004-03-09 14:00:00,22.27,45.16,328.7,2.602,-0.36,0,0
1,2004-03-09 15:00:00,21.93,45.97,224.4,2.596,-0.35,0,0
1,2004-03-09 16:00:00,21.81,46.01,156.6,2.595,-0.32,0,0
1,2004-03-09 17:00:00,21.52,46.69,101.6,2.592,0.01,0,0
1,2004-03-09 18:00:00,22.42,44.86,42,2.601,-0.49,0,0
1,2004-03-09 19:00:00,22.71,44.09,39.5,2.605,-0.53,0,0
1,2004-03-09 20:00:00,22.57,43.93,40.1,2.603,-0.43,0,0
1,2004-03-09 21:00:00,22.36,43.75,41.2,2.598,-0.37,0,0
1,2004-03-09 22:00:00,22.26,43.7,41.2,2.595,-0.37,0,0
1,2004-03-09 23:00:00,22.2,43.62,41.1,2.595,-0.31,0,0
1,2004-03-10 00:00:00,22.13,43.46,23,2.594,-0.26,0,0
1,2004-03-10 01:00:00,21.79,42.9,1.1,2.592,-0.3,0,0
1,2004-03-10 02:00:00,21.47,42.28,0.5,2.587,-0.26,0,0
1,2004-03-10 03:00:00,21.32,40.56,1,2.584,-0.35,0,0
1,2004-03-10 04:00:00,21.22,38.63,0.5,2.583,-0.37,0,0
1,2004-03-10 05:00:00,21.12,37.09,0.6,2.583,-0.38,0,0
1,2004-03-10 06:00:00,21.12,35.88,11.9,2.581,-0.35,0,0
1,2004-03-10 07:00:00,22.48,33.04,216.2,2.596,-0.01,0,0
1,2004-03-10 08:00:00,22.64,32.39,413,2.598,-0.57,0,0
1,2004-03-10 09:00:00,22.86,31.97,489.4,2.601,-0.82,0,0
1,2004-03-11 09:00:00,22.24,34.06,542.2,2.538,-1.76,0,0
1,2004-03-11 10:00:00,22.17,35.1,581.4,2.536,-1.39,0,0
1,2004-03-11 11:00:00,22.65,34.59,599.7,2.538,-1.01,0,0
1,2004-03-11 12:00:00,22.75,33.98,560.8,2.538,-1.09,0,0
1,2004-03-11 13:00:00,22.98,33.52,471.3,2.54,-1.02,0,0
1,2004-03-11 14:00:00,22.71,34.66,367.6,2.536,-1.07,0,0
1,2004-03-11 15:00:00,22.28,36.73,264.9,2.532,-0.9,0,0
1,2004-03-11 16:00:00,21.68,38.79,172.3,2.522,-1.22,0,0
1,2004-03-11 17:00:00,21.4,39.94,103.5,2.518,-0.47,0,0
1,2004-03-11 18:00:00,22.5,38.24,45.9,2.535,-0.6,0,0
1,2004-03-11 19:00:00,22.74,38.17,41.6,2.539,-0.52,0,0
1,2004-03-11 20:00:00,22.58,38.39,42.2,2.539,-0.38,0,0
1,2004-03-11 21:00:00,22.37,38.56,41.4,2.54,-0.27,0,0
1,2004-03-11 22:00:00,22.06,38.82,42.3,2.538,-0.24,0,0
1,2004-03-11 23:00:00,21.76,38.83,31.3,2.537,-0.17,0,0
1,2004-03-12 00:00:00,21.28,39.47,1.2,2.534,0,0,0
1,2004-03-12 01:00:00,20.89,40.21,1.4,2.527,0.11,0,0
1,2004-03-12 02:00:00,20.58,40.4,0.7,2.525,0.19,0,0
1,2004-03-12 03:00:00,20.33,40.67,0.7,2.522,0.29,0,0
1,2004-03-12 04:00:00,20.05,40.99,0.5,2.517,0.36,0,0
1,2004-03-12 05:00:00,19.81,41.79,1,2.516,0.43,0,0
1,2004-03-12 06:00:00,19.69,42.77,16,2.515,0.39,0,0
1,2004-03-12 07:00:00,20.48,41.24,188.1,2.521,-0.63,0,0
1,2004-03-12 08:00:00,20.34,42.68,390.3,2.52,-0.56,0,0
1,2004-03-12 09:00:00,21.51,41.19,516.8,2.534,-0.5,0,0
1,2004-03-12 10:00:00,22.21,40.79,576.9,2.54,-0.47,0,0
1,2004-03-12 11:00:00,22.47,41.34,581.9,2.541,-0.62,0,0
1,2004-03-12 12:00:00,22.11,42.98,507.3,2.538,-1.01,0,0
1,2004-03-12 13:00:00,21.98,43.47,408.5,2.537,-1.1,0,0
1,2004-03-12 14:00:00,21.8,43.54,315.4,2.537,-0.99,0,0
1,2004-03-12 15:00:00,22,43.36,224.7,2.538,-0.6,0,0
1,2004-03-12 16:00:00,21.77,43.83,166.4,2.538,-0.37,0,0
1,2004-03-12 17:00:00,21.5,44.07,105.3,2.532,-0.54,0,0
1,2004-03-12 18:00:00,22.03,43.49,45,2.538,-0.67,0,0
1,2004-03-12 19:00:00,21.86,43.48,43.9,2.537,-0.52,0,0
1,2004-03-12 20:00:00,21.6,43.28,43.2,2.531,-0.39,0,0
1,2004-03-12 21:00:00,21.42,43,43.2,2.528,-0.24,0,0
1,2004-03-12 22:00:00,21.23,43.04,43.2,2.527,-0.13,0,0
1,2004-03-12 23:00:00,20.98,43.28,43.2,2.523,0.1,0,0
1,2004-03-13 00:00:00,20.76,43.58,43.1,2.518,0.18,0,0
1,2004-03-13 01:00:00,20.58,43.66,43.2,2.517,0.26,0,0
1,2004-03-13 02:00:00,20.45,43.54,43,2.516,0.21,0,0
1,2004-03-13 03:00:00,20.27,43.45,42.5,2.514,0.26,0,0
1,2004-03-13 04:00:00,20.12,43.34,41.4,2.51,0.24,0,0
1,2004-03-13 05:00:00,19.99,43.03,41.4,2.507,0.26,0,0
1,2004-03-13 06:00:00,19.91,42.82,56.7,2.506,0.28,0,0
1,2004-03-13 07:00:00,20.66,41.67,242.6,2.513,0.01,0,0
1,2004-03-13 08:00:00,22.64,38.11,377.3,2.533,-0.32,0,0
1,2004-03-13 09:00:00,24.96,34.94,479.7,2.555,-0.27,0,0
1,2004-03-13 10:00:00,26.9,32.54,525,2.575,-0.04,0,0
1,2004-03-13 11:00:00,28.18,31.3,536.2,2.591,0.75,0,0
1,2004-03-13 12:00:00,28.77,30.99,495.3,2.599,0.87,0,0
1,2004-03-13 13:00:00,28.63,31.86,419.9,2.6,0.04,0,0
1,2004-03-13 14:00:00,27.97,33.41,333.8,2.593,-0.83,0,0
1,2004-03-13 15:00:00,27.28,34.55,234.8,2.585,-1.17,0,0
1,2004-03-13 16:00:00,26.61,35.41,171.8,2.581,-0.57,0,0
1,2004-03-13 17:00:00,25.54,36.96,71.3,2.566,-0.13,0,0
1,2004-03-13 18:00:00,24.3,38.82,3.4,2.555,-0.13,0,0
1,2004-03-13 19:00:00,23.43,39.76,9.5,2.545,-0.08,0,0
1,2004-03-13 20:00:00,22.83,40.19,16.1,2.538,-0.04,0,0
1,2004-03-13 21:00:00,22.36,40.4,15.6,2.532,0.02,0,0
1,2004-03-13 22:00:00,21.97,40.49,15.6,2.526,0.13,0,0
1,2004-03-13 23:00:00,21.65,40.71,15.8,2.52,0.28,0,0
1,2004-03-14 00:00:00,21.36,40.99,15.7,2.517,0.31,0,0
1,2004-03-14 01:00:00,21.09,41.29,15.5,2.516,0.34,0,0
1,2004-03-14 02:00:00,20.8,42.01,16,2.51,0.45,0,0
1,2004-03-14 03:00:00,20.52,42.12,15.1,2.506,0.56,0,0
1,2004-03-14 04:00:00,20.33,42.2,15.3,2.505,0.63,0,0
1,2004-03-14 05:00:00,20.06,42.6,14.8,2.498,0.75,0,0
1,2004-03-14 06:00:00,19.87,42.66,32.3,2.496,0.76,0,0
1,2004-03-14 07:00:00,20.13,42.42,196.6,2.497,0.12,0,0
1,2004-03-14 08:00:00,22.1,39.35,350.9,2.515,0.03,0,0
1,2004-03-14 09:00:00,24.14,36.23,446.6,2.536,-0.12,0,0
1,2004-03-14 10:00:00,26,33.99,500.8,2.555,0.07,0,0
1,2004-03-14 11:00:00,27.34,32.78,506,2.569,0.74,0,0
1,2004-03-14 12:00:00,28.34,32.15,465.4,2.581,0.98,0,0
1,2004-03-14 13:00:00,28.65,32.73,375.6,2.582,0.19,0,0
1,2004-03-14 14:00:00,28.26,34.41,287.8,2.582,-0.74,0,0
1,2004-03-14 15:00:00,27.74,35.82,192.4,2.578,-1.16,0,0
1,2004-03-14 16:00:00,27.01,36.34,158.2,2.569,-0.82,0,0
1,2004-03-14 17:00:00,21.81,45.17,91.9,2.518,-0.62,0,0
